57    Q0   CACM-3077    1 114.514789   Tf_idf_Stop_SE
57    Q0   CACM-3140    2  32.126668   Tf_idf_Stop_SE
57    Q0   CACM-1705    3  24.378294   Tf_idf_Stop_SE
57    Q0   CACM-2802    4  18.567990   Tf_idf_Stop_SE
57    Q0   CACM-2705    5  17.981626   Tf_idf_Stop_SE
57    Q0   CACM-2922    6  16.017948   Tf_idf_Stop_SE
57    Q0   CACM-1771    7  15.295802   Tf_idf_Stop_SE
57    Q0   CACM-1469    8  14.526336   Tf_idf_Stop_SE
57    Q0   CACM-3175    9  13.180116   Tf_idf_Stop_SE
57    Q0   CACM-2716   10  13.159198   Tf_idf_Stop_SE
57    Q0   CACM-2850   11  12.467368   Tf_idf_Stop_SE
57    Q0   CACM-1764   12  11.889868   Tf_idf_Stop_SE
57    Q0   CACM-2113   13  11.825573   Tf_idf_Stop_SE
57    Q0   CACM-1391   14  11.810396   Tf_idf_Stop_SE
57    Q0   CACM-2181   15  11.606634   Tf_idf_Stop_SE
57    Q0   CACM-2718   16  11.509914   Tf_idf_Stop_SE
57    Q0   CACM-2959   17  11.104983   Tf_idf_Stop_SE
57    Q0   CACM-1397   18  11.088953   Tf_idf_Stop_SE
57    Q0   CACM-1183   19  10.706380   Tf_idf_Stop_SE
57    Q0   CACM-0248   20  10.671262   Tf_idf_Stop_SE
57    Q0   CACM-1194   21  10.396390   Tf_idf_Stop_SE
57    Q0   CACM-2538   22  10.362609   Tf_idf_Stop_SE
57    Q0   CACM-3078   23  10.356500   Tf_idf_Stop_SE
57    Q0   CACM-1323   24  10.182530   Tf_idf_Stop_SE
57    Q0   CACM-2852   25  10.078793   Tf_idf_Stop_SE
57    Q0   CACM-0616   26   9.904515   Tf_idf_Stop_SE
57    Q0   CACM-2943   27   9.805795   Tf_idf_Stop_SE
57    Q0   CACM-2700   28   9.371438   Tf_idf_Stop_SE
57    Q0   CACM-1046   29   9.324918   Tf_idf_Stop_SE
57    Q0   CACM-1700   30   9.324918   Tf_idf_Stop_SE
57    Q0   CACM-0397   31   9.324918   Tf_idf_Stop_SE
57    Q0   CACM-0890   32   9.322459   Tf_idf_Stop_SE
57    Q0   CACM-1476   33   9.208739   Tf_idf_Stop_SE
57    Q0   CACM-1770   34   9.143043   Tf_idf_Stop_SE
57    Q0   CACM-1834   35   9.137721   Tf_idf_Stop_SE
57    Q0   CACM-2732   36   9.115963   Tf_idf_Stop_SE
57    Q0   CACM-2972   37   9.016796   Tf_idf_Stop_SE
57    Q0   CACM-1977   38   8.935741   Tf_idf_Stop_SE
57    Q0   CACM-2060   39   8.935741   Tf_idf_Stop_SE
57    Q0   CACM-3138   40   8.784191   Tf_idf_Stop_SE
57    Q0   CACM-1914   41   8.784191   Tf_idf_Stop_SE
57    Q0   CACM-3191   42   8.678291   Tf_idf_Stop_SE
57    Q0   CACM-0724   43   8.440420   Tf_idf_Stop_SE
57    Q0   CACM-3130   44   8.416698   Tf_idf_Stop_SE
57    Q0   CACM-2314   45   8.390212   Tf_idf_Stop_SE
57    Q0   CACM-1945   46   8.390212   Tf_idf_Stop_SE
57    Q0   CACM-2856   47   8.326965   Tf_idf_Stop_SE
57    Q0   CACM-3103   48   8.326965   Tf_idf_Stop_SE
57    Q0   CACM-1854   49   8.326965   Tf_idf_Stop_SE
